File,Energy,Time
example.c,0.0,0.029506999999284744
example.c,0.0,0.030108000006293878
example.c,0.0,0.029175999981816858
example.c,0.0,0.029333999991649762
example.py,0.0,0.041403999988688156
example.py,0.0,0.041040999989490956
example.py,0.0,0.042360000021290034
example.py,0.0,0.040435000002617016
example.py,0.0,0.04146399997989647
example.c,0.8032839999941643,0.0
example.py,0.9700929999817163,0.0
example.c,0.6834109999763314,0.0
example.py,0.9601440000114962,0.0
example.c,0.7266839999938384,0.0
example.c,0.7136229999887291,0.0
example.c,0.7516480000049341,0.0
example.c,0.709045999974478,0.0
example.c,0.8052369999932125,0.0
example.c,0.7050170000002254,0.0
example.py,0.9434819999733008,0.0
example.c,0.6400760000105947,0.0
example.py,1.1009519999934128,0.0
example.c,0.8438109999988228,0.0
example.c,0.7825930000108201,0.0
example.c,0.7274170000164304,0.0
example.c,0.7109380000038072,0.0
btrees.c,0.0,1.334264000004623
btrees.py,0.0,49.06573099998059
btrees.c,45.829833999989205,0.0
btrees.py,1853.3729239999957,0.0
btrees.c,45.87445099999604,0.0
btrees.py,1843.2605600000097,0.0
btrees.c,0.0,1.2890970000298694
btrees.py,0.0,50.99697300000116
binarytrees.java,0.0,0.13734600000316277
binarytrees.java,0.0,0.09727700002258644
btrees.c,45.62298599998758,0.0
btrees.py,1849.1328130000038,0.0
binarytrees.java,0.0,0.1517209999728948
binarytrees.java,0.0,0.10168399999383837
binarytrees.java,0.0,0.08659399999305606
binarytrees.java,0.0,0.18095499998889863
binarytrees.java,0.0,4.508657999977004
btrees.c,45.49902300001122,0.0
btrees.java,1.7319339999958174,0.0
btrees.c,44.65972900000634,0.0
binarytrees.java,105.73870800000441,0.0
btrees.php,0.0,36.658637000015005
btrees.php,1293.5105590000167,0.0
btrees.cpp,45.64593500000774,0.0
btrees.cpp,0.0,1.3062090000021271
btrees.js,0.0,19.26941300003091
btrees.js,555.7510990000155,0.0
binarytrees.c,46.23681599998963,0.0
binarytrees.cpp,45.74511699998402,0.0
binarytrees.java,104.17571999999927,0.0
binarytrees.js,509.13507099999697,0.0
binarytrees.php,1330.6292119999998,0.0
binarytrees.py,1870.6649780000153,0.0
binarytrees.c,44.38885499999742,0.0
binarytrees.cpp,45.79534899999271,0.0
binarytrees.java,104.6700439999986,0.0
binarytrees.js,508.91912800000864,0.0
binarytrees.php,1285.1980589999876,0.0
binarytrees.py,1846.903015000018,0.0
binarytrees.c,0.0,1.415605999995023
binarytrees.cpp,0.0,1.642848999996204
binarytrees.java,0.0,4.721401999995578
binarytrees.js,0.0,20.287764000007883
binarytrees.php,0.0,36.99652400001651
binarytrees.py,0.0,49.01065800001379
binarytrees.c,0.0,1.5257369999890216
binarytrees.cpp,0.0,1.345327000017278
binarytrees.java,0.0,4.823956999985967
binarytrees.js,0.0,19.856705000041984
binarytrees.php,0.0,36.99537399999099
binarytrees.py,0.0,48.478089999989606
binarytrees.c,0.0,1.2898280000081286
binarytrees.cpp,0.0,1.4611390000209212
binarytrees.java,0.0,4.428844999987632
binarytrees.js,0.0,19.006407999957446
binarytrees.php,0.0,36.75404799997341
binarytrees.py,0.0,50.279151000024285
binarytrees.c,0.0,1.3036079999874346
binarytrees.cpp,0.0,1.4808889999985695
binarytrees.java,0.0,4.737306999973953
binarytrees.js,0.0,19.950637000030838
binarytrees.php,0.0,37.88826999999583
binarytrees.py,0.0,54.34102700004587
binarytrees.c,0.0,1.2875070000300184
binarytrees.cpp,0.0,1.3040359999868087
binarytrees.java,0.0,4.511199000000488
binarytrees.js,0.0,19.069386999995913
binarytrees.php,0.0,36.2980830000015
binarytrees.py,0.0,48.25019799999427
binarytrees.c,45.50250299999607,0.0
binarytrees.cpp,45.9705810000014,0.0
binarytrees.java,104.59790000002249,0.0
binarytrees.js,496.48663299999316,0.0
binarytrees.php,1303.0534669999906,0.0
binarytrees.py,1851.901732999977,0.0
